machine_id;timestamp;temperature
MACH-01;2025-09-01 06:00:00;36.08
MACH-01;2025-09-01 07:00:00;35.6
MACH-01;2025-09-01 08:00:00;36.96
MACH-01;2025-09-01 09:00:00;36.43
MACH-01;2025-09-01 10:00:00;36.63
MACH-01;2025-09-01 11:00:00;35.42
MACH-01;2025-09-01 12:00:00;36.07
MACH-01;2025-09-01 13:00:00;36.91
MACH-01;2025-09-01 14:00:00;37.22
MACH-01;2025-09-01 15:00:00;38.4
MACH-01;2025-09-01 16:00:00;38.78
MACH-01;2025-09-01 17:00:00;39.68
MACH-01;2025-09-01 18:00:00;38.98
MACH-01;2025-09-01 19:00:00;39.64
MACH-01;2025-09-01 20:00:00;40.37
MACH-01;2025-09-01 21:00:00;39.41
MACH-01;2025-09-01 22:00:00;39.19
MACH-01;2025-09-01 23:00:00;40.17
MACH-01;2025-09-02 00:00:00;37.78
MACH-01;2025-09-02 01:00:00;39.52
MACH-01;2025-09-02 02:00:00;37.91
MACH-01;2025-09-02 03:00:00;37.57
MACH-01;2025-09-02 04:00:00;37.84
MACH-01;2025-09-02 05:00:00;37.09
MACH-01;2025-09-02 06:00:00;35.38
MACH-01;2025-09-02 07:00:00;35.47
MACH-01;2025-09-02 08:00:00;35.86
MACH-01;2025-09-02 09:00:00;36.38
MACH-01;2025-09-02 10:00:00;36.19
MACH-01;2025-09-02 11:00:00;36.17
MACH-01;2025-09-02 12:00:00;36.23
MACH-01;2025-09-02 13:00:00;38.03
MACH-01;2025-09-02 14:00:00;37.34
MACH-01;2025-09-02 15:00:00;38.5
MACH-01;2025-09-02 16:00:00;38.32
MACH-01;2025-09-02 17:00:00;38.05
MACH-01;2025-09-02 18:00:00;38.1
MACH-01;2025-09-02 19:00:00;39.74
MACH-01;2025-09-02 20:00:00;40.12
MACH-01;2025-09-02 21:00:00;40.58
MACH-01;2025-09-02 22:00:00;39.54
MACH-01;2025-09-02 23:00:00;39.18
MACH-01;2025-09-03 00:00:00;39.18
MACH-01;2025-09-03 01:00:00;37.92
MACH-01;2025-09-03 02:00:00;38.25
MACH-01;2025-09-03 03:00:00;37.74
MACH-01;2025-09-03 04:00:00;37.01
MACH-01;2025-09-03 05:00:00;36.59
MACH-01;2025-09-03 06:00:00;37.16
MACH-01;2025-09-03 07:00:00;36.16
MACH-01;2025-09-03 08:00:00;35.63
MACH-01;2025-09-03 09:00:00;34.83
MACH-01;2025-09-03 10:00:00;35.08
MACH-01;2025-09-03 11:00:00;36.46
MACH-01;2025-09-03 12:00:00;35.99
MACH-01;2025-09-03 13:00:00;36.73
MACH-01;2025-09-03 14:00:00;37.47
MACH-01;2025-09-03 15:00:00;38.84
MACH-01;2025-09-03 16:00:00;39.03
MACH-01;2025-09-03 17:00:00;38.97
MACH-01;2025-09-03 18:00:00;40.14
MACH-01;2025-09-03 19:00:00;40.05
MACH-01;2025-09-03 20:00:00;59.92
MACH-01;2025-09-03 21:00:00;40.56
MACH-01;2025-09-03 22:00:00;39.71
MACH-01;2025-09-03 23:00:00;38.05
MACH-01;2025-09-04 00:00:00;39.6
MACH-01;2025-09-04 01:00:00;38.77
MACH-01;2025-09-04 02:00:00;38.08
MACH-01;2025-09-04 03:00:00;38.06
MACH-01;2025-09-04 04:00:00;37.07
MACH-01;2025-09-04 05:00:00;36.87
MACH-01;2025-09-04 06:00:00;36.17
MACH-01;2025-09-04 07:00:00;35.93
MACH-01;2025-09-04 08:00:00;35.16
MACH-01;2025-09-04 09:00:00;36.09
MACH-01;2025-09-04 10:00:00;37.14
MACH-01;2025-09-04 11:00:00;35.95
MACH-01;2025-09-04 12:00:00;36.0
MACH-01;2025-09-04 13:00:00;36.58
MACH-01;2025-09-04 14:00:00;36.54
MACH-01;2025-09-04 15:00:00;37.8
MACH-01;2025-09-04 16:00:00;38.35
MACH-01;2025-09-04 17:00:00;38.89
MACH-01;2025-09-04 18:00:00;39.75
MACH-01;2025-09-04 19:00:00;39.15
MACH-01;2025-09-04 20:00:00;39.35
MACH-01;2025-09-04 21:00:00;38.96
MACH-01;2025-09-04 22:00:00;39.21
MACH-01;2025-09-04 23:00:00;38.04
MACH-01;2025-09-05 00:00:00;39.52
MACH-01;2025-09-05 01:00:00;37.98
MACH-01;2025-09-05 02:00:00;37.5
MACH-01;2025-09-05 03:00:00;37.62
MACH-01;2025-09-05 04:00:00;36.59
MACH-01;2025-09-05 05:00:00;36.08
MACH-01;2025-09-05 06:00:00;35.61
MACH-01;2025-09-05 07:00:00;35.58
MACH-01;2025-09-05 08:00:00;35.95
MACH-01;2025-09-05 09:00:00;36.34
MACH-01;2025-09-05 10:00:00;35.38
MACH-01;2025-09-05 11:00:00;36.14
MACH-01;2025-09-05 12:00:00;36.22
MACH-01;2025-09-05 13:00:00;37.86
MACH-01;2025-09-05 14:00:00;38.24
MACH-01;2025-09-05 15:00:00;37.13
MACH-01;2025-09-05 16:00:00;38.43
MACH-01;2025-09-05 17:00:00;38.94
MACH-01;2025-09-05 18:00:00;38.97
MACH-01;2025-09-05 19:00:00;39.14
MACH-01;2025-09-05 20:00:00;39.18
MACH-01;2025-09-05 21:00:00;39.37
MACH-01;2025-09-05 22:00:00;38.09
MACH-01;2025-09-05 23:00:00;39.76
MACH-01;2025-09-06 00:00:00;39.24
MACH-01;2025-09-06 01:00:00;38.52
MACH-01;2025-09-06 02:00:00;37.65
MACH-01;2025-09-06 03:00:00;37.26
MACH-01;2025-09-06 04:00:00;38.3
MACH-01;2025-09-06 05:00:00;37.6
MACH-01;2025-09-06 06:00:00;35.91
MACH-01;2025-09-06 07:00:00;35.37
MACH-01;2025-09-06 08:00:00;35.54
MACH-01;2025-09-06 09:00:00;35.61
MACH-01;2025-09-06 10:00:00;35.22
MACH-01;2025-09-06 11:00:00;36.3
MACH-01;2025-09-06 12:00:00;36.4
MACH-01;2025-09-06 13:00:00;36.67
MACH-01;2025-09-06 14:00:00;37.04
MACH-01;2025-09-06 15:00:00;38.37
MACH-01;2025-09-06 16:00:00;37.98
MACH-01;2025-09-06 17:00:00;40.33
MACH-01;2025-09-06 18:00:00;39.35
MACH-01;2025-09-06 19:00:00;39.57
MACH-01;2025-09-06 20:00:00;39.97
MACH-01;2025-09-06 21:00:00;40.64
MACH-01;2025-09-06 22:00:00;39.23
MACH-01;2025-09-06 23:00:00;39.7
MACH-01;2025-09-07 00:00:00;39.33
MACH-01;2025-09-07 01:00:00;39.2
MACH-01;2025-09-07 02:00:00;37.93
MACH-01;2025-09-07 03:00:00;38.15
MACH-01;2025-09-07 04:00:00;36.67
MACH-01;2025-09-07 05:00:00;35.29
MACH-01;2025-07-09 06:00:00;35.3
MACH-01;2025-09-07 07:00:00;35.98
MACH-01;2025-09-07 08:00:00;36.35
MACH-01;2025-09-07 09:00:00;35.85
MACH-01;2025-09-07 10:00:00;36.0
MACH-01;2025-09-07 11:00:00;36.48
MACH-01;2025-09-07 12:00:00;36.79
MACH-01;2025-09-07 13:00:00;37.66
MACH-01;2025-09-07 14:00:00;37.11
MACH-01;2025-09-07 15:00:00;38.16
MACH-01;2025-09-07 16:00:00;39.32
MACH-01;2025-09-07 17:00:00;39.11
MACH-01;2025-09-07 18:00:00;40.02
MACH-01;2025-09-07 19:00:00;39.25
MACH-01;2025-09-07 20:00:00;40.25
MACH-01;2025-09-07 21:00:00;40.28
MACH-01;2025-09-07 22:00:00;38.61
MACH-01;2025-09-07 23:00:00;39.52
MACH-01;2025-09-08 00:00:00;39.11
MACH-01;2025-09-08 01:00:00;39.08
MACH-01;2025-09-08 02:00:00;38.2
MACH-01;2025-09-08 03:00:00;39.16
MACH-01;2025-09-08 04:00:00;38.15
MACH-01;2025-09-08 05:00:00;36.98
MACH-01;2025-09-08 06:00:00;36.4
MACH-01;2025-09-08 07:00:00;35.29
MACH-01;2025-09-08 08:00:00;35.93
MACH-01;2025-09-08 09:00:00;35.85
MACH-01;2025-09-08 10:00:00;37.43
MACH-01;2025-09-08 11:00:00;36.45
MACH-01;2025-09-08 12:00:00;37.13
MACH-01;2025-09-08 13:00:00;36.57
MACH-01;2025-09-08 14:00:00;37.91
MACH-01;2025-09-08 15:00:00;36.52
MACH-01;2025-09-08 16:00:00;39.17
MACH-01;2025-09-08 17:00:00;38.38
MACH-01;2025-09-08 18:00:00;38.57
MACH-01;2025-09-08 19:00:00;39.43
MACH-01;2025-09-08 20:00:00;40.16
MACH-01;2025-09-08 21:00:00;39.6
MACH-01;2025-09-08 22:00:00;38.98
MACH-01;2025-09-08 23:00:00;39.66
MACH-01;2025-09-09 00:00:00;38.53
MACH-01;2025-09-09 01:00:00;38.48
MACH-01;2025-09-09 02:00:00;37.68
MACH-01;2025-09-09 03:00:00;37.67
MACH-01;2025-09-09 04:00:00;37.01
MACH-01;2025-09-09 05:00:00;36.72
MACH-01;2025-09-09 06:00:00;37.79
MACH-01;2025-09-09 07:00:00;35.31
MACH-01;2025-09-09 08:00:00;36.65
MACH-01;2025-09-09 09:00:00;34.2
MACH-01;2025-09-09 10:00:00;35.2
MACH-01;2025-09-09 11:00:00;36.26
MACH-01;2025-09-09 12:00:00;36.39
MACH-01;2025-09-09 13:00:00;37.23
MACH-01;2025-09-09 14:00:00;37.19
MACH-01;2025-09-09 15:00:00;37.87
MACH-01;2025-09-09 16:00:00;38.36
MACH-01;2025-09-09 17:00:00;38.88
MACH-01;2025-09-09 18:00:00;39.3
MACH-01;2025-09-09 19:00:00;39.44
MACH-01;2025-09-09 20:00:00;39.46
MACH-01;2025-09-09 21:00:00;39.56
MACH-01;2025-09-09 22:00:00;39.73
MACH-01;2025-09-09 23:00:00;39.5
MACH-01;2025-09-10 00:00:00;38.61
MACH-01;2025-09-10 01:00:00;38.01
MACH-01;2025-09-10 02:00:00;37.09
MACH-01;2025-09-10 03:00:00;38.64
MACH-01;2025-09-10 04:00:00;36.33
MACH-01;2025-09-10 05:00:00;36.13
MACH-01;2025-09-10 06:00:00;36.7
MACH-01;2025-09-10 07:00:00;35.12
MACH-01;2025-09-10 08:00:00;34.77
MACH-01;2025-09-10 09:00:00;35.47
MACH-01;2025-09-10 10:00:00;36.49
MACH-01;2025-09-10 11:00:00;36.12
MACH-01;2025-09-10 12:00:00;37.78
MACH-01;2025-09-10 13:00:00;37.32
MACH-01;2025-09-10 14:00:00;36.63
MACH-01;2025-09-10 15:00:00;37.97
MACH-01;2025-09-10 16:00:00;37.44
MACH-01;2025-09-10 17:00:00;39.2
MACH-01;2025-09-10 18:00:00;38.96
MACH-01;2025-09-10 19:00:00;39.84
MACH-01;2025-09-10 20:00:00;40.65
MACH-01;2025-09-10 21:00:00;40.64
MACH-01;2025-09-10 22:00:00;39.49
MACH-01;2025-09-10 23:00:00;39.84
MACH-01;2025-09-11 00:00:00;38.8
MACH-01;2025-09-11 01:00:00;38.69
MACH-01;2025-09-11 02:00:00;37.17
MACH-01;2025-09-11 03:00:00;37.1
MACH-01;2025-09-11 04:00:00;37.42
MACH-01;2025-09-11 05:00:00;35.57
MACH-01;2025-09-11 06:00:00;36.3
MACH-01;2025-09-11 07:00:00;36.08
MACH-01;2025-09-11 08:00:00;36.18
MACH-01;2025-09-11 09:00:00;34.88
MACH-01;2025-09-11 10:00:00;34.89
MACH-01;2025-09-11 11:00:00;36.73
MACH-01;2025-09-11 12:00:00;36.59
MACH-01;2025-09-11 13:00:00;36.71
MACH-01;2025-09-11 14:00:00;36.47
MACH-01;2025-09-11 15:00:00;37.67
MACH-01;2025-09-11 16:00:00;37.76
MACH-01;2025-09-11 17:00:00;39.42
MACH-01;2025-09-11 18:00:00;38.45
MACH-01;2025-09-11 19:00:00;39.38
MACH-01;2025-09-11 20:00:00;40.16
MACH-01;2025-09-11 21:00:00;40.07
MACH-01;2025-09-11 22:00:00;39.31
MACH-01;2025-09-11 23:00:00;39.73
MACH-01;2025-09-12 00:00:00;39.5
MACH-01;2025-09-12 01:00:00;38.66
MACH-01;2025-09-12 02:00:00;38.36
MACH-01;2025-09-12 03:00:00;37.45
MACH-01;2025-09-12 04:00:00;37.76
MACH-01;2025-09-12 05:00:00;36.58
MACH-01;2025-09-12 06:00:00;35.4
MACH-01;2025-09-12 07:00:00;36.27
MACH-01;2025-09-12 08:00:00;35.19
MACH-01;2025-09-12 09:00:00;36.56
MACH-01;2025-09-12 10:00:00;36.15
MACH-01;2025-09-12 11:00:00;34.98
MACH-01;2025-09-12 12:00:00;37.01
MACH-01;2025-09-12 13:00:00;37.09
MACH-01;2025-09-12 14:00:00;37.83
MACH-01;2025-09-12 15:00:00;37.94
MACH-01;2025-09-12 16:00:00;39.15
MACH-01;2025-09-12 17:00:00;38.46
MACH-01;2025-09-12 18:00:00;39.8
MACH-01;2025-09-12 19:00:00;39.71
MACH-01;2025-09-12 20:00:00;38.66
MACH-01;2025-09-12 21:00:00;38.64
MACH-01;2025-09-12 22:00:00;39.41
MACH-01;2025-09-12 23:00:00;38.87
MACH-01;2025-09-13 00:00:00;37.85
MACH-01;2025-09-13 01:00:00;37.85
MACH-01;2025-09-13 02:00:00;37.99
MACH-01;2025-09-13 03:00:00;37.08
MACH-01;2025-09-13 04:00:00;38.46
MACH-01;2025-09-13 05:00:00;36.23
MACH-01;2025-09-13 06:00:00;36.95
MACH-01;2025-09-13 07:00:00;36.94
MACH-01;2025-09-13 08:00:00;35.51
MACH-01;2025-09-13 09:00:00;35.43
MACH-01;2025-09-13 10:00:00;35.61
MACH-01;2025-09-13 11:00:00;36.04
MACH-01;2025-09-13 12:00:00;36.26
MACH-01;2025-09-13 13:00:00;36.21
MACH-01;2025-09-13 14:00:00;37.61
MACH-01;2025-09-13 15:00:00;37.69
MACH-01;2025-09-13 16:00:00;39.83
MACH-01;2025-09-13 17:00:00;39.43
MACH-01;2025-09-13 18:00:00;39.03
MACH-01;2025-09-13 19:00:00;39.87
MACH-01;2025-09-13 20:00:00;40.0
MACH-01;2025-09-13 21:00:00;40.35
MACH-01;2025-09-13 22:00:00;38.54
MACH-01;2025-09-13 23:00:00;38.6
MACH-01;2025-09-14 00:00:00;38.5
MACH-01;2025-09-14 01:00:00;38.57
MACH-01;2025-09-14 02:00:00;36.0
MACH-01;2025-09-14 03:00:00;37.06
MACH-01;2025-09-14 04:00:00;37.87
MACH-01;2025-09-14 05:00:00;35.95
MACH-01;2025-09-14 06:00:00;36.39
MACH-01;2025-09-14 07:00:00;36.15
MACH-01;2025-09-14 08:00:00;36.06
MACH-01;2025-09-14 09:00:00;36.22
MACH-01;2025-09-14 10:00:00;36.51
MACH-01;2025-09-14 11:00:00;37.06
MACH-01;2025-09-14 12:00:00;36.26
MACH-01;2025-09-14 13:00:00;36.42
MACH-01;2025-09-14 14:00:00;37.65
MACH-01;2025-09-14 15:00:00;38.15
MACH-01;2025-09-14 16:00:00;38.9
MACH-01;2025-09-14 17:00:00;37.97
MACH-01;2025-09-14 18:00:00;39.7
MACH-01;2025-09-14 19:00:00;38.71
MACH-01;2025-09-14 20:00:00;39.83
MACH-01;2025-09-14 21:00:00;39.46
MACH-01;2025-09-14 22:00:00;40.31
MACH-01;2025-09-14 23:00:00;38.49
MACH-01;2025-09-15 00:00:00;39.11
MACH-01;2025-09-15 01:00:00;38.82
MACH-01;2025-09-15 02:00:00;37.87
MACH-01;2025-09-15 03:00:00;37.68
MACH-01;2025-09-15 04:00:00;36.79
MACH-01;2025-09-15 05:00:00;36.7
MACH-01;2025-09-15 06:00:00;36.47
MACH-01;2025-09-15 07:00:00;35.66
MACH-01;2025-09-15 08:00:00;35.74
MACH-01;2025-09-15 09:00:00;34.57
MACH-01;2025-09-15 10:00:00;34.88
MACH-01;2025-09-15 11:00:00;35.9
MACH-01;2025-09-15 12:00:00;35.75
MACH-01;2025-09-15 13:00:00;36.81
MACH-01;2025-09-15 14:00:00;38.08
MACH-01;2025-09-15 15:00:00;38.7
MACH-01;2025-09-15 16:00:00;38.28
MACH-01;2025-09-15 17:00:00;38.18
MACH-01;2025-09-15 18:00:00;38.51
MACH-01;2025-09-15 19:00:00;40.52
MACH-01;2025-09-15 20:00:00;40.21
MACH-01;2025-09-15 21:00:00;39.57
MACH-01;2025-09-15 22:00:00;39.63
MACH-01;2025-09-15 23:00:00;39.21
MACH-01;2025-09-16 00:00:00;39.31
MACH-01;2025-09-16 01:00:00;38.56
MACH-01;2025-09-16 02:00:00;38.51
MACH-01;2025-09-16 03:00:00;38.01
MACH-01;2025-09-16 04:00:00;36.51
MACH-01;2025-09-16 05:00:00;36.82
MACH-01;2025-09-16 06:00:00;37.0
MACH-01;2025-09-16 07:00:00;36.27
MACH-01;2025-09-16 08:00:00;36.04
MACH-01;2025-09-16 09:00:00;35.34
MACH-01;2025-09-16 10:00:00;35.46
MACH-01;2025-09-16 11:00:00;36.13
MACH-01;2025-09-16 12:00:00;36.1
MACH-01;2025-09-16 13:00:00;37.51
MACH-01;2025-09-16 14:00:00;37.3
MACH-01;2025-09-16 15:00:00;37.5
MACH-01;2025-09-16 16:00:00;39.03
MACH-01;2025-09-16 17:00:00;38.21
MACH-01;2025-09-16 18:00:00;39.23
MACH-01;2025-09-16 19:00:00;39.18
MACH-01;2025-09-16 20:00:00;41.11
MACH-01;2025-09-16 21:00:00;39.68
MACH-01;2025-09-16 22:00:00;39.06
MACH-01;2025-09-16 23:00:00;39.37
MACH-01;2025-09-17 00:00:00;38.9
MACH-01;2025-09-17 01:00:00;38.14
MACH-01;2025-09-17 02:00:00;38.68
MACH-01;2025-09-17 03:00:00;37.95
MACH-01;2025-09-17 04:00:00;37.24
MACH-01;2025-09-17 05:00:00;36.15
MACH-01;2025-09-17 06:00:00;37.33
MACH-01;2025-09-17 07:00:00;36.19
MACH-01;2025-09-17 08:00:00;35.47
MACH-01;2025-09-17 09:00:00;36.45
MACH-01;2025-09-17 10:00:00;35.97
MACH-01;2025-09-17 11:00:00;36.71
MACH-01;2025-09-17 12:00:00;36.73
MACH-01;2025-09-17 13:00:00;38.22
MACH-01;2025-09-17 14:00:00;36.78
MACH-01;2025-09-17 15:00:00;37.6
MACH-01;2025-09-17 16:00:00;40.19
MACH-01;2025-09-17 17:00:00;38.81
MACH-01;2025-09-17 18:00:00;38.57
MACH-01;2025-09-17 19:00:00;39.86
MACH-01;2025-09-17 20:00:00;40.33
MACH-01;2025-09-17 21:00:00;39.63
MACH-01;2025-09-17 22:00:00;38.47
MACH-01;2025-09-17 23:00:00;38.81
MACH-01;2025-09-18 00:00:00;38.07
MACH-01;2025-09-18 01:00:00;39.78
MACH-01;2025-09-18 02:00:00;37.11
MACH-01;2025-09-18 03:00:00;37.23
MACH-01;2025-09-18 04:00:00;37.4
MACH-01;2025-09-18 05:00:00;35.87
MACH-01;2025-09-18 06:00:00;36.49
MACH-01;2025-09-18 07:00:00;35.56
MACH-01;2025-09-18 08:00:00;36.01
MACH-01;2025-09-18 09:00:00;35.62
MACH-01;2025-09-18 10:00:00;35.81
MACH-01;2025-09-18 11:00:00;36.78
MACH-01;2025-09-18 12:00:00;35.79
MACH-01;2025-09-18 13:00:00;37.11
MACH-01;2025-09-18 14:00:00;37.89
MACH-01;2025-09-18 15:00:00;37.17
MACH-01;2025-09-18 16:00:00;37.48
MACH-01;2025-09-18 17:00:00;38.7
MACH-01;2025-09-18 18:00:00;37.99
MACH-01;2025-09-18 19:00:00;39.67
MACH-01;2025-09-18 20:00:00;40.06
MACH-01;2025-09-18 21:00:00;38.86
MACH-01;2025-09-18 22:00:00;40.09
MACH-01;2025-09-18 23:00:00;40.08
MACH-01;2025-09-19 00:00:00;39.22
MACH-01;2025-09-19 01:00:00;39.35
MACH-01;2025-09-19 02:00:00;37.89
MACH-01;2025-09-19 03:00:00;37.25
MACH-01;2025-09-19 04:00:00;37.0
MACH-01;2025-09-19 05:00:00;36.0
MACH-01;2025-09-19 06:00:00;35.89
MACH-01;2025-09-19 07:00:00;35.98
MACH-01;2025-09-19 08:00:00;35.9
MACH-01;2025-09-19 09:00:00;36.07
MACH-01;2025-09-19 10:00:00;34.64
MACH-01;2025-09-19 11:00:00;37.9
MACH-01;2025-09-19 12:00:00;35.92
MACH-01;2025-09-19 13:00:00;37.3
MACH-01;2025-09-19 14:00:00;37.57
MACH-01;2025-09-19 15:00:00;37.52
MACH-01;2025-09-19 16:00:00;38.74
MACH-01;2025-09-19 17:00:00;38.32
MACH-01;2025-09-19 18:00:00;39.23
MACH-01;2025-09-19 19:00:00;40.72
MACH-01;2025-09-19 20:00:00;39.4
MACH-01;2025-09-19 21:00:00;39.74
MACH-01;2025-09-19 22:00:00;38.94
MACH-01;2025-09-19 23:00:00;39.75
MACH-01;2025-09-20 00:00:00;38.54
MACH-01;2025-09-20 01:00:00;38.75
MACH-01;2025-09-20 02:00:00;38.69
MACH-01;2025-09-20 03:00:00;37.43
MACH-01;2025-09-20 04:00:00;37.42
MACH-01;2025-09-20 05:00:00;36.84
MACH-01;2025-09-20 06:00:00;36.87
