machine,timestamp,temperature,pressure_bar,panne,temperature_lag1,temperature_lag3,temperature_lag6,temperature_roll3_mean,temperature_roll6_mean,pressure_bar_lag1,pressure_bar_lag3,pressure_bar_lag6,pressure_bar_roll3_mean,pressure_bar_roll6_mean,temperature_std24,temperature_delta6,pressure_bar_std24,pressure_bar_delta6,panne_v1,panne_v2
MACH-01,2025-09-01 10:00:00,36.63,196.791,0,36.43,35.6,36.93,36.33,36.52333333333333,196.568,195.983,196.123,196.08066666666664,196.34466666666665,1.3929977579390456,0.10666666666666913,0.5101257570869119,0.44633333333334235,0,0
MACH-01,2025-09-01 11:00:00,35.42,195.977,0,36.63,36.96,37.14,36.67333333333334,36.473333333333336,196.791,195.691,196.694,196.35,196.456,1.2639711976171826,-1.0533333333333346,0.5165275081413218,-0.478999999999985,0,0
MACH-01,2025-09-01 12:00:00,36.07,197.008,0,35.42,36.43,36.08,36.16,36.18666666666667,195.977,196.568,197.009,196.44533333333334,196.3365,1.3464762788720923,-0.11666666666666714,0.4802369206964582,0.6715000000000089,0,0
MACH-01,2025-09-01 13:00:00,36.91,196.221,0,36.07,36.63,35.6,36.04,36.185,197.008,196.791,195.983,196.592,196.33633333333333,1.3807202489270305,0.7249999999999943,0.4719173656478618,-0.11533333333332507,0,0
MACH-01,2025-09-01 14:00:00,37.22,195.949,0,36.91,35.42,36.96,36.13333333333333,36.40333333333333,196.221,195.977,195.691,196.40200000000002,196.376,1.3820195656032388,0.81666666666667,0.46175849881935127,-0.4269999999999925,0,0
MACH-01,2025-09-01 15:00:00,38.4,196.788,0,37.22,36.07,36.43,36.73333333333333,36.446666666666665,195.949,197.008,196.568,196.3926666666667,196.419,1.3799524776526653,1.9533333333333331,0.4558140273579221,0.3689999999999998,0,0
MACH-01,2025-09-01 16:00:00,38.78,197.193,0,38.4,36.91,36.63,37.51,36.775,196.788,196.221,196.791,196.31933333333336,196.4556666666667,1.3850283835316968,2.0050000000000026,0.4619303052237161,0.7373333333333107,0,0
MACH-01,2025-09-01 17:00:00,39.68,196.586,0,38.78,37.22,35.42,38.13333333333333,37.13333333333333,197.193,195.949,195.977,196.64333333333335,196.52266666666665,1.399251352626148,2.546666666666667,0.4893698402841449,0.063333333333361,1,0
MACH-01,2025-09-01 18:00:00,38.98,196.747,0,39.68,38.4,36.07,38.95333333333333,37.843333333333334,196.586,196.788,197.008,196.85566666666668,196.6241666666667,1.4412991698816269,1.1366666666666632,0.47299360384193456,0.12283333333331825,0,0
MACH-01,2025-09-01 19:00:00,39.64,197.032,0,38.98,38.78,36.91,39.14666666666667,38.32833333333333,196.747,197.193,196.221,196.842,196.5806666666667,1.4212195594741515,1.3116666666666674,0.46047421799141103,0.4513333333333094,0,0
MACH-01,2025-09-01 20:00:00,40.37,196.05,0,39.64,39.68,37.22,39.43333333333334,38.78333333333333,197.032,196.586,195.949,196.78833333333333,196.71583333333334,1.407596368364135,1.586666666666666,0.44451257909201625,-0.6658333333333246,1,0
MACH-01,2025-09-01 21:00:00,39.41,196.466,0,40.37,38.98,38.4,39.663333333333334,39.30833333333333,196.05,196.747,196.788,196.6096666666667,196.73266666666666,1.4342466966866398,0.10166666666666657,0.447904096554346,-0.2666666666666515,0,0
MACH-01,2025-09-01 22:00:00,39.19,195.98,0,39.41,39.64,38.78,39.806666666666665,39.47666666666667,196.466,197.032,197.193,196.516,196.679,1.4405916030113055,-0.28666666666666885,0.44687614396328906,-0.6990000000000123,0,0
MACH-01,2025-09-01 23:00:00,40.17,197.209,0,39.19,40.37,39.68,39.656666666666666,39.544999999999995,195.98,196.05,196.586,196.16533333333334,196.47683333333336,1.4607933495689738,0.6250000000000071,0.4560368958344685,0.7321666666666431,0,0
MACH-01,2025-09-02 00:00:00,37.78,196.237,0,40.17,39.41,38.98,39.589999999999996,39.626666666666665,197.209,196.466,196.747,196.55166666666665,196.58066666666664,1.5279774924361018,-1.846666666666664,0.4835583215728396,-0.3436666666666497,0,0
MACH-01,2025-09-02 01:00:00,39.52,196.046,0,37.78,39.19,39.64,39.04666666666667,39.42666666666667,196.237,195.98,197.032,196.4753333333333,196.4956666666667,1.4673082424156438,0.09333333333333371,0.471221047240404,-0.4496666666667011,0,0
MACH-01,2025-09-02 02:00:00,37.91,196.273,0,39.52,40.17,40.37,39.156666666666666,39.406666666666666,196.046,197.209,196.05,196.49733333333333,196.33133333333333,1.5042143093342162,-1.4966666666666697,0.4786328280195508,-0.05833333333333712,0,0
MACH-01,2025-09-02 03:00:00,37.57,196.475,0,37.91,37.78,39.41,38.403333333333336,38.99666666666666,196.273,196.237,196.466,196.18533333333335,196.3685,1.503604365169421,-1.4266666666666623,0.44726267085366817,0.10649999999998272,0,0
MACH-01,2025-09-02 04:00:00,37.84,196.087,0,37.57,39.52,39.19,38.333333333333336,38.69,196.475,196.046,195.98,196.26466666666667,196.36999999999998,1.503985466222567,-0.8499999999999943,0.4446641787732432,-0.28299999999998704,0,0
MACH-01,2025-09-02 05:00:00,37.09,196.714,0,37.84,37.91,40.17,37.77333333333333,38.465,196.087,196.273,197.209,196.27833333333334,196.38783333333333,1.4907684527485012,-1.375,0.4459175851585672,0.3261666666666656,0,0
MACH-01,2025-09-02 06:00:00,35.38,196.514,0,37.09,37.57,37.78,37.5,37.95166666666666,196.714,196.475,196.237,196.42533333333333,196.30533333333332,1.4919172933326241,-2.5716666666666583,0.44639071077554004,0.2086666666666872,0,0
MACH-01,2025-09-02 07:00:00,35.47,196.043,0,35.38,37.84,39.52,36.77,37.55166666666667,196.514,196.087,196.046,196.43833333333336,196.3515,1.5352990904385584,-2.0816666666666706,0.4311785143440102,-0.3084999999999809,0,0
MACH-01,2025-09-02 08:00:00,35.86,196.812,0,35.47,37.09,37.91,35.98,36.87666666666667,196.043,196.714,196.273,196.42366666666666,196.351,1.5438721787595766,-1.0166666666666728,0.42857336434175686,0.46100000000001273,0,0
MACH-01,2025-09-02 09:00:00,36.38,197.186,0,35.86,35.38,37.57,35.57,36.535000000000004,196.812,196.514,196.475,196.45633333333333,196.44083333333333,1.5876908763486033,-0.15500000000000114,0.40333449814184313,0.7451666666666767,0,0
MACH-01,2025-09-02 10:00:00,36.19,196.529,0,36.38,35.47,37.84,35.903333333333336,36.336666666666666,197.186,196.043,196.087,196.68033333333335,196.55933333333334,1.5896280099900555,-0.14666666666666828,0.42751659006714315,-0.030333333333345536,0,0
MACH-01,2025-09-02 11:00:00,36.17,196.608,0,36.19,35.86,37.09,36.14333333333334,36.06166666666667,196.529,196.812,196.714,196.84233333333336,196.633,1.6063929685992884,0.10833333333333428,0.4235155062781053,-0.025000000000005684,0,0
MACH-01,2025-09-02 12:00:00,36.23,196.606,0,36.17,36.38,35.38,36.24666666666666,35.90833333333333,196.608,197.186,196.514,196.77433333333332,196.61533333333333,1.5648121154061134,0.32166666666666544,0.408631524513365,-0.009333333333330529,0,0
MACH-01,2025-09-02 13:00:00,38.03,197.403,0,36.23,36.19,35.47,36.196666666666665,36.05,196.606,196.529,196.043,196.581,196.63066666666666,1.557299548596219,1.980000000000004,0.3962979569114671,0.7723333333333358,0,0
MACH-01,2025-09-02 14:00:00,37.34,196.321,0,38.03,36.17,35.86,36.81,36.47666666666667,197.403,196.608,196.812,196.87233333333333,196.85733333333334,1.5449776040776335,0.8633333333333368,0.4302162562873959,-0.5363333333333458,0,0
MACH-01,2025-09-02 15:00:00,38.5,196.158,0,37.34,36.23,36.38,37.199999999999996,36.723333333333336,196.321,196.606,197.186,196.77666666666667,196.7755,1.5429218940097091,1.7766666666666637,0.4134757037707605,-0.6175000000000068,0,0
MACH-01,2025-09-02 16:00:00,38.32,196.557,0,38.5,38.03,36.19,37.95666666666667,37.07666666666666,196.158,197.403,196.529,196.62733333333335,196.60416666666666,1.5444909109195364,1.2433333333333394,0.4196077166468648,-0.047166666666669244,0,0
MACH-01,2025-09-02 17:00:00,38.05,196.321,0,38.32,37.34,36.17,38.053333333333335,37.431666666666665,196.557,196.321,196.608,196.34533333333331,196.60883333333334,1.535860944415127,0.6183333333333323,0.39690901514626387,-0.2878333333333387,0,0
MACH-01,2025-09-02 18:00:00,38.1,196.955,0,38.05,38.5,36.23,38.29,37.745,196.321,196.158,196.606,196.34533333333331,196.561,1.487901876050178,0.355000000000004,0.3988666461980802,0.39400000000000546,0,0
MACH-01,2025-09-02 19:00:00,39.74,196.711,0,38.1,38.32,38.03,38.156666666666666,38.056666666666665,196.955,196.557,197.403,196.611,196.61916666666664,1.4684783976442566,1.6833333333333371,0.40630393956295496,0.09183333333336918,1,0
MACH-01,2025-09-02 20:00:00,40.12,195.683,0,39.74,38.05,37.34,38.63,38.34166666666667,196.711,196.321,196.321,196.66233333333332,196.50383333333332,1.4741422831648612,1.7783333333333289,0.39395865072148095,-0.8208333333333258,0,0
MACH-01,2025-09-02 21:00:00,40.58,196.693,0,40.12,38.1,38.5,39.32,38.805,195.683,196.955,196.158,196.44966666666667,196.3975,1.4557800837262234,1.7749999999999986,0.41895510983636436,0.2955000000000041,0,0
MACH-01,2025-09-02 22:00:00,39.54,196.978,0,40.58,39.74,38.32,40.14666666666667,39.151666666666664,196.693,196.711,196.557,196.36233333333334,196.48666666666668,1.5309128067068831,0.3883333333333354,0.4208164403267833,0.49133333333332985,0,0
MACH-01,2025-09-02 23:00:00,39.18,196.132,0,39.54,40.12,38.05,40.08,39.355,196.978,195.683,196.321,196.45133333333334,196.55683333333332,1.546183707704563,-0.17499999999999716,0.41595932206013503,-0.42483333333331075,0,0
MACH-01,2025-09-03 00:00:00,39.18,196.873,0,39.18,40.58,38.1,39.76666666666667,39.54333333333333,196.132,196.693,196.955,196.601,196.52533333333335,1.4932965550918853,-0.36333333333332973,0.39914868647293805,0.34766666666664037,0,0
MACH-01,2025-09-03 01:00:00,37.92,196.5,0,39.18,39.54,39.74,39.3,39.723333333333336,196.873,196.978,196.711,196.66099999999997,196.51166666666668,1.5201114923831667,-1.8033333333333346,0.4019102484711192,-0.011666666666684478,0,0
MACH-01,2025-09-03 02:00:00,38.25,196.965,0,37.92,39.18,40.12,38.76,39.419999999999995,196.5,196.132,195.683,196.50166666666667,196.4765,1.47797838573359,-1.1699999999999946,0.38869219594485954,0.48850000000001614,0,1
MACH-01,2025-09-03 03:00:00,37.74,196.682,0,38.25,39.18,40.58,38.449999999999996,39.10833333333333,196.965,196.873,196.693,196.7793333333333,196.69016666666667,1.4809176918873457,-1.3683333333333252,0.3931114456431993,-0.008166666666681976,0,0
MACH-01,2025-09-03 04:00:00,37.01,196.705,0,37.74,37.92,39.54,37.97,38.635,196.682,196.5,196.978,196.71566666666664,196.68833333333336,1.480211500751341,-1.625,0.3930699475865416,0.01666666666665151,0,0
MACH-01,2025-09-03 05:00:00,36.59,197.393,0,37.01,38.25,39.18,37.666666666666664,38.21333333333333,196.705,196.965,196.132,196.784,196.64283333333333,1.4889067456027814,-1.6233333333333277,0.3790455763006339,0.7501666666666722,0,0
MACH-01,2025-09-03 06:00:00,37.16,197.238,0,36.59,37.74,39.18,37.11333333333334,37.781666666666666,197.393,196.682,196.873,196.92666666666665,196.85299999999998,1.502207011632258,-0.6216666666666697,0.41110092558218725,0.3850000000000193,0,0
MACH-01,2025-09-03 07:00:00,36.16,195.946,0,37.16,37.01,37.92,36.919999999999995,37.445,197.238,196.705,196.5,197.112,196.91383333333332,1.4221976640580554,-1.2850000000000037,0.4277803852107465,-0.9678333333333171,0,0
MACH-01,2025-09-03 08:00:00,35.63,197.775,0,36.16,36.59,38.25,36.63666666666666,37.151666666666664,195.946,197.393,196.965,196.859,196.82150000000001,1.3789701576365563,-1.5216666666666612,0.43435799492315513,0.9534999999999911,0,1
MACH-01,2025-09-03 09:00:00,34.83,196.434,0,35.63,37.16,37.74,36.31666666666666,36.714999999999996,197.775,197.238,196.682,196.98633333333336,196.9565,1.3940993014555512,-1.884999999999998,0.489524606715282,-0.522500000000008,0,0
MACH-01,2025-09-03 10:00:00,35.08,196.859,0,34.83,36.16,37.01,35.54,36.23,196.434,195.946,196.705,196.71833333333333,196.91516666666666,1.496702656034166,-1.1499999999999986,0.481392086120816,-0.056166666666655374,0,0
MACH-01,2025-09-03 11:00:00,36.46,195.908,0,35.08,35.63,36.59,35.18,35.90833333333334,196.859,197.775,197.393,197.02266666666665,196.94083333333333,1.5634201059012416,0.5516666666666623,0.4817955246121253,-1.0328333333333433,0,0
MACH-01,2025-09-03 12:00:00,35.99,196.251,0,36.46,34.83,37.16,35.45666666666667,35.88666666666666,195.908,196.434,197.238,196.40033333333335,196.69333333333336,1.5519410473638395,0.10333333333333883,0.507319011776798,-0.4423333333333517,0,0
MACH-01,2025-09-03 13:00:00,36.73,196.313,0,35.99,35.08,36.16,35.843333333333334,35.69166666666666,196.251,196.859,195.946,196.33933333333334,196.52883333333332,1.5628232998860374,1.038333333333334,0.514036947792368,-0.21583333333333599,0,0
MACH-01,2025-09-03 14:00:00,37.47,196.4,0,36.73,36.46,35.63,36.39333333333334,35.78666666666667,196.313,195.908,197.775,196.15733333333333,196.59,1.5744288129212254,1.68333333333333,0.49166951423891025,-0.18999999999999773,0,0
MACH-01,2025-09-03 15:00:00,38.84,196.495,0,37.47,35.99,34.83,36.73,36.093333333333334,196.4,196.251,196.434,196.3213333333333,196.36083333333332,1.5734494898475346,2.7466666666666697,0.48999629546075063,0.13416666666668675,0,0
MACH-01,2025-09-03 16:00:00,39.03,196.088,0,38.84,36.73,35.08,37.68,36.76166666666666,196.495,196.313,196.859,196.40266666666665,196.37099999999998,1.5826531910650619,2.268333333333338,0.48149689413122043,-0.28299999999998704,0,0
MACH-01,2025-09-03 17:00:00,38.97,197.022,0,39.03,37.47,36.46,38.446666666666665,37.419999999999995,196.088,196.4,195.908,196.32766666666666,196.24249999999998,1.6013768984890817,1.5500000000000043,0.49333719397240183,0.779500000000013,0,0
MACH-01,2025-09-03 18:00:00,40.14,196.055,0,38.97,38.84,35.99,38.946666666666665,37.83833333333334,197.022,196.495,196.251,196.535,196.42816666666667,1.620413929941311,2.3016666666666623,0.4971004166920427,-0.37316666666666265,1,0
MACH-01,2025-09-03 19:00:00,40.05,196.914,0,40.14,39.03,36.73,39.38,38.53,196.055,196.088,196.313,196.38833333333332,196.3955,1.6908609846954408,1.519999999999996,0.5050044321085869,0.5184999999999889,0,0
MACH-01,2025-09-03 20:00:00,59.92,196.678,0,40.05,38.97,37.47,39.72,39.083333333333336,196.914,197.022,196.4,196.66366666666667,196.49566666666666,1.707053090452434,20.836666666666666,0.5088489924343851,0.18233333333333235,0,0
MACH-01,2025-09-03 21:00:00,40.56,196.122,0,59.92,40.14,38.84,46.70333333333334,42.82500000000001,196.678,196.055,196.495,196.54899999999998,196.542,4.81034752352691,-2.2650000000000077,0.4703096863631363,-0.4199999999999875,0,0
MACH-01,2025-09-03 22:00:00,39.71,195.671,0,40.56,40.05,39.03,46.843333333333334,43.11166666666666,196.122,196.914,196.088,196.5713333333333,196.47983333333332,4.810006760518316,-3.4016666666666566,0.48167866942573584,-0.8088333333333253,0,0
MACH-01,2025-09-03 23:00:00,38.05,196.15,0,39.71,59.92,38.97,46.73,43.225,195.671,196.678,197.022,196.157,196.41033333333334,4.8114461955584265,-5.175000000000004,0.5116391656916144,-0.2603333333333353,0,0
MACH-01,2025-09-04 00:00:00,39.6,196.144,0,38.05,40.56,40.14,39.44,43.071666666666665,196.15,196.122,196.055,195.981,196.26500000000001,4.81198863272237,-3.471666666666664,0.510998622690267,-0.12100000000000932,0,1
MACH-01,2025-09-04 01:00:00,38.77,196.651,0,39.6,39.71,40.05,39.12,42.98166666666666,196.144,195.671,196.914,195.98833333333334,196.27983333333336,4.8147833751141285,-4.211666666666659,0.5132383123047627,0.3711666666666531,0,0
MACH-01,2025-09-04 02:00:00,38.08,196.292,0,38.77,38.05,59.92,38.80666666666667,42.76833333333334,196.651,196.15,196.678,196.31500000000003,196.236,4.812212950219567,-4.68833333333334,0.5137861997543531,0.056000000000011596,0,0
MACH-01,2025-09-04 03:00:00,38.06,196.668,0,38.08,39.6,40.56,38.81666666666666,39.12833333333334,196.292,196.144,196.122,196.36233333333334,196.17166666666665,4.813025333646071,-1.0683333333333351,0.5076714317437494,0.4963333333333537,0,0
MACH-01,2025-09-04 04:00:00,37.07,196.09,0,38.06,38.77,39.71,38.303333333333335,38.711666666666666,196.668,196.651,195.671,196.53700000000003,196.26266666666666,4.810720647904422,-1.6416666666666657,0.5074705103162475,-0.17266666666665742,0,0
MACH-01,2025-09-04 05:00:00,36.87,196.587,0,37.07,38.08,38.05,37.736666666666665,38.27166666666667,196.09,196.292,196.15,196.35,196.3325,4.809817688400695,-1.4016666666666708,0.512548447692452,0.25449999999997885,0,0
MACH-01,2025-09-04 06:00:00,36.17,196.984,0,36.87,38.06,39.6,37.333333333333336,38.075,196.587,196.668,196.144,196.44833333333335,196.40533333333335,4.804798307459155,-1.9050000000000011,0.47528174519847244,0.5786666666666633,0,0
MACH-01,2025-09-04 07:00:00,35.93,197.15,0,36.17,37.07,38.77,36.703333333333326,37.50333333333334,196.984,196.09,196.651,196.5536666666667,196.54533333333333,4.822970099400387,-1.5733333333333377,0.4594902480396579,0.6046666666666738,0,0
MACH-01,2025-09-04 08:00:00,35.16,196.539,0,35.93,36.87,38.08,36.32333333333333,37.03,197.15,196.587,196.292,196.907,196.6285,4.828413619369221,-1.8700000000000045,0.4691344462126437,-0.08950000000001523,0,0
MACH-01,2025-09-04 09:00:00,36.09,196.509,0,35.16,36.17,38.06,35.75333333333333,36.54333333333333,196.539,196.984,196.668,196.891,196.66966666666667,4.842200586689812,-0.45333333333332604,0.38127069912932143,-0.1606666666666854,0,0
MACH-01,2025-09-04 10:00:00,37.14,196.077,0,36.09,35.93,37.07,35.72666666666667,36.214999999999996,196.509,197.15,196.09,196.73266666666666,196.64316666666664,4.805704038363979,0.9250000000000043,0.3815604877305423,-0.5661666666666463,0,0
MACH-01,2025-09-04 11:00:00,35.95,195.613,0,37.14,35.16,36.87,36.13,36.22666666666667,196.077,196.539,196.587,196.375,196.641,4.756380535354744,-0.27666666666666373,0.3775180867152949,-1.0279999999999916,0,0
MACH-01,2025-09-04 12:00:00,36.0,196.634,0,35.95,36.09,36.17,36.39333333333334,36.07333333333333,195.613,196.509,196.984,196.06633333333335,196.47866666666667,4.768347612042917,-0.07333333333333059,0.39866739751409036,0.15533333333331711,0,0
MACH-01,2025-09-04 13:00:00,36.58,196.534,0,36.0,37.14,35.93,36.36333333333334,36.045,196.634,196.077,197.15,196.10799999999998,196.42033333333333,4.7680950530356085,0.5349999999999966,0.40034422688490656,0.11366666666665992,0,0
MACH-01,2025-09-04 14:00:00,36.54,196.543,0,36.58,35.95,35.16,36.17666666666667,36.153333333333336,196.534,195.613,196.539,196.2603333333333,196.31766666666667,4.770975939264787,0.38666666666666316,0.40055168251099577,0.22533333333333871,0,0
MACH-01,2025-09-04 15:00:00,37.8,196.723,0,36.54,36.0,36.09,36.373333333333335,36.38333333333333,196.543,196.634,196.509,196.57033333333334,196.31833333333336,4.7856524701672,1.4166666666666643,0.4013125114971211,0.40466666666665674,0,0
MACH-01,2025-09-04 16:00:00,38.35,196.572,0,37.8,36.58,37.14,36.97333333333333,36.66833333333333,196.723,196.534,196.077,196.6,196.354,4.789225830755013,1.681666666666672,0.40570592441017594,0.2179999999999893,0,0
MACH-01,2025-09-04 17:00:00,38.89,196.807,0,38.35,36.54,35.95,37.56333333333333,36.870000000000005,196.572,196.543,195.613,196.61266666666666,196.4365,4.789056062630142,2.019999999999996,0.3996965062413091,0.3704999999999927,0,0
MACH-01,2025-09-04 18:00:00,39.75,196.509,0,38.89,37.8,36.0,38.34666666666667,37.36,196.807,196.723,196.634,196.70066666666665,196.63549999999998,4.788850275016099,2.3900000000000006,0.3886958476194261,-0.12649999999999295,0,0
MACH-01,2025-09-04 19:00:00,39.15,196.647,0,39.75,38.35,36.58,38.99666666666667,37.985,196.509,196.572,196.534,196.62933333333334,196.6146666666667,4.784216179952759,1.1649999999999991,0.37977847995987973,0.03233333333329824,0,0
MACH-01,2025-09-04 20:00:00,39.35,196.3,1,39.15,38.89,36.54,39.26333333333333,38.413333333333334,196.647,196.807,196.543,196.6543333333333,196.6335,4.776112037594198,0.9366666666666674,0.3698356763973602,-0.3334999999999866,0,0
MACH-01,2025-09-04 21:00:00,38.96,196.134,1,39.35,39.75,37.8,39.416666666666664,38.88166666666667,196.3,196.509,196.723,196.48533333333333,196.593,1.5135415326361246,0.07833333333333314,0.36792173868523553,-0.4590000000000032,0,0
MACH-01,2025-09-04 22:00:00,39.21,196.296,1,38.96,39.15,38.35,39.153333333333336,39.075,196.134,196.647,196.572,196.3603333333333,196.49483333333333,1.415738400055363,0.134999999999998,0.36748128218140486,-0.19883333333334008,1,0
MACH-01,2025-09-04 23:00:00,38.04,196.192,1,39.21,39.35,38.89,39.17333333333333,39.218333333333334,196.296,196.3,196.807,196.24333333333334,196.44883333333334,1.387777913151776,-1.1783333333333346,0.3310551614574125,-0.2568333333333328,0,0
MACH-01,2025-09-05 00:00:00,39.52,196.393,1,38.04,38.96,39.75,38.73666666666667,39.07666666666667,196.192,196.134,196.509,196.2073333333333,196.34633333333332,1.3876530467883115,0.44333333333333513,0.3294262441918913,0.04666666666668107,0,0
MACH-01,2025-09-05 01:00:00,37.98,197.194,1,39.52,39.21,39.15,38.92333333333333,39.038333333333334,196.393,196.296,196.647,196.29366666666667,196.327,1.382843570538521,-1.0583333333333371,0.3226811141813666,0.8669999999999902,0,0
MACH-01,2025-09-05 02:00:00,37.5,196.367,1,37.98,38.04,39.35,38.51333333333333,38.843333333333334,197.194,196.192,196.3,196.593,196.41816666666668,1.364124181520403,-1.3433333333333337,0.35303282014777543,-0.05116666666668834,0,0
MACH-01,2025-09-05 03:00:00,37.62,196.709,1,37.5,39.52,38.96,38.333333333333336,38.535000000000004,196.367,196.393,196.134,196.65133333333333,196.42933333333335,1.3605686684064457,-0.9150000000000063,0.3514449572423191,0.27966666666665674,0,0
MACH-01,2025-09-05 04:00:00,36.59,196.908,1,37.62,37.98,39.21,37.699999999999996,38.31166666666667,196.709,197.194,196.296,196.75666666666666,196.52516666666668,1.3568609874008641,-1.721666666666664,0.3523823860730456,0.38283333333330916,0,0
MACH-01,2025-09-05 05:00:00,36.08,196.596,1,36.59,37.5,38.04,37.23666666666667,37.875,196.908,196.367,196.192,196.66133333333332,196.62716666666665,1.368004735562619,-1.7950000000000017,0.35012107377930535,-0.03116666666664969,0,0
MACH-01,2025-09-05 06:00:00,35.61,196.296,1,36.08,37.62,39.52,36.763333333333335,37.54833333333333,196.596,196.709,196.393,196.73766666666666,196.69449999999998,1.3942677029667736,-1.9383333333333326,0.35018023309747187,-0.3984999999999843,0,0
MACH-01,2025-09-05 07:00:00,35.58,196.157,1,35.61,36.59,37.98,36.093333333333334,36.89666666666667,196.296,196.908,197.194,196.6,196.6783333333333,1.422154863761943,-1.31666666666667,0.34016363283203627,-0.5213333333333026,0,0
MACH-01,2025-09-05 08:00:00,35.95,196.829,1,35.58,36.08,37.5,35.75666666666667,36.49666666666666,196.157,196.596,196.367,196.34966666666665,196.5055,1.4405363332926535,-0.5466666666666598,0.3186553923253615,0.3234999999999957,0,0
MACH-01,2025-09-05 09:00:00,36.34,196.311,1,35.95,35.61,37.62,35.71333333333333,36.23833333333334,196.829,196.296,196.709,196.42733333333334,196.58249999999998,1.393558095906546,0.10166666666666657,0.32683022838846953,-0.27149999999997476,0,0
MACH-01,2025-09-05 10:00:00,35.38,196.084,1,36.34,35.58,36.59,35.95666666666667,36.025,196.311,196.157,196.908,196.43233333333333,196.51616666666666,1.3833827475022837,-0.644999999999996,0.32858153367987625,-0.43216666666666015,1,0
MACH-01,2025-09-05 11:00:00,36.14,196.188,1,35.38,35.95,36.08,35.89000000000001,35.82333333333334,196.084,196.829,196.596,196.408,196.37883333333335,1.4494726677287717,0.3166666666666629,0.32821806996162234,-0.19083333333335872,0,0
MACH-01,2025-09-05 12:00:00,36.22,196.444,1,36.14,36.34,35.61,35.95333333333334,35.833333333333336,196.188,196.311,196.296,196.19433333333336,196.31083333333333,1.4414394350535666,0.38666666666666316,0.28019899437599854,0.13316666666665355,0,0
MACH-01,2025-09-05 13:00:00,37.86,196.567,1,36.22,35.38,35.58,35.913333333333334,35.934999999999995,196.444,196.084,196.157,196.23866666666666,196.3355,1.4324585508837628,1.9250000000000043,0.27883457968145997,0.23150000000001114,0,0
MACH-01,2025-09-05 14:00:00,38.24,196.497,1,37.86,36.14,35.95,36.74,36.315000000000005,196.567,196.188,196.829,196.39966666666666,196.40383333333332,1.421913833280826,1.9249999999999972,0.2791479660620343,0.09316666666668993,0,0
MACH-01,2025-09-05 15:00:00,37.13,196.654,1,38.24,36.22,36.34,37.44,36.696666666666665,196.497,196.444,196.311,196.50266666666667,196.34849999999997,1.413441618937599,0.4333333333333371,0.27892786455146107,0.3055000000000234,0,0
